"
Ministero dell'Istruzione - Ufficio Scolastico Regionale per la Sicilia
Siracusa;ISTITUTO COMPRENSIVO;SRIC831005;"IV I.C. ""D. COSTA"" AUGUSTA";VIA GIUSEPPE DI VITTORIO 23;96011;058;AUGUSTA;SRIC831005@istruzione.it;SRIC831005@pec.istruzione.it;0931992088;81002040897
Siracusa;ISTITUTO COMPRENSIVO;SRIC83300R;"II I.C. ""G. BIANCA"" AVOLA";VIA DANIELE MANIN, 47;96012;056;AVOLA;SRIC83300R@istruzione.it;SRIC83300R@pec.istruzione.it;0931831213;92011940894
Siracusa;ISTITUTO COMPRENSIVO;SRIC83400L;"III I.C. ""L. CAPUANA"" AVOLA";VIALE SANTUCCIO S.N.;96012;056;AVOLA;SRIC83400L@istruzione.it;SRIC83400L@pec.istruzione.it;0931834350;92011930895
Siracusa;ISTITUTO COMPRENSIVO;SRIC836008;"I I.C. ""V. VENETO"" LENTINI";VIA PIAVE S.N.;96016;057;LENTINI;SRIC836008@istruzione.it;SRIC836008@pec.istruzione.it;0957832211;91009840892
Siracusa;ISTITUTO COMPRENSIVO;SRIC837004;"I  I.C. ""P. DI NAPOLI"" AUGUSTA";VIA STRAZZULLA, 10;96011;058;AUGUSTA;SRIC837004@istruzione.it;SRIC837004@pec.istruzione.it;0931976300;81002000891
Siracusa;ISTITUTO COMPRENSIVO;SRIC83800X;I.C. R. DA LENTINI -LENTINI;VIA FOCEA, 3/5;96016;057;LENTINI;SRIC83800X@istruzione.it;SRIC83800X@pec.istruzione.it;0958133110;91016040890
Siracusa;ISTITUTO COMPRENSIVO;SRIC84000X;"I I.C. ""G. E. RIZZO""  MELILLI";VIA G. MATTEOTTI, 41;96010;058;MELILLI;SRIC84000X@istruzione.it;SRIC84000X@pec.istruzione.it;0931551782;90009450892
Siracusa;ISTITUTO COMPRENSIVO;SRIC84100Q;"III I.C. ""G. VERGA"" PACHINO- SR";VIALE ALDO MORO,151;96018;056;PACHINO;SRIC84100Q@istruzione.it;SRIC84100Q@pec.istruzione.it;0931595715;83002000897
Siracusa;ISTITUTO COMPRENSIVO;SRIC844007;"II  I.C. ""A. MANZONI"" PRIOLO G.";VIA   A. DE GASPERI, 17;96010;059;PRIOLO GARGALLO;SRIC844007@istruzione.it;SRIC844007@pec.istruzione.it;0931769032;80002010892
Siracusa;ISTITUTO COMPRENSIVO;SRIC845003;"I I.C. ""D. DOLCI"" PRIOLO G.";LARGO SCUOLE;96010;059;PRIOLO GARGALLO;SRIC845003@istruzione.it;SRIC845003@pec.istruzione.it;0931767763;80001930892
Siracusa;ISTITUTO COMPRENSIVO;SRIC84600V;"I I.C. ""G.M. COLUMBA"" SORTINO";VIA  RISORGIMENTO, 1;96010;058;SORTINO;SRIC84600V@istruzione.it;SRIC84600V@pec.istruzione.it;0931954590;80002210898
Siracusa;ISTITUTO COMPRENSIVO;SRIC84800E;I.C. S. ALESSANDRA ROSOLINI;VIA S. ALESSANDRA;96019;056;ROSOLINI;SRIC84800E@istruzione.it;SRIC84800E@pec.istruzione.it;0931855260;83000770897
Siracusa;ISTITUTO COMPRENSIVO;SRIC85000E;I.C. E. DE CILLIS ROSOLINI;VIA RAPISARDI, 25;96019;056;ROSOLINI;SRIC85000E@istruzione.it;SRIC85000E@pec.istruzione.it;0931855460;83001290895
Siracusa;ISTITUTO COMPRENSIVO;SRIC85100A;"I.C. ""F. D'AMICO"" ROSOLINI";VIA S. PITINO S.N.;96019;056;ROSOLINI;SRIC85100A@istruzione.it;SRIC85100A@pec.istruzione.it;0931856582;83000810891
Siracusa;ISTITUTO COMPRENSIVO;SRIC852006;"IV I.C. ""G. MARCONI"" LENTINI";VIA FEDERICO DI SVEVIA SN;96016;057;LENTINI;SRIC852006@istruzione.it;SRIC852006@pec.istruzione.it;095901019;82000110898
Siracusa;ISTITUTO COMPRENSIVO;SRIC853002;"I I.C. ""SILVIO PELLICO"" PACHINO";VIA CIRINNA', 4;96018;056;PACHINO;SRIC853002@istruzione.it;SRIC853002@pec.istruzione.it;0931801226;83001430897
Siracusa;ISTITUTO COMPRENSIVO;SRIC85400T;I I.C. V. MESSINA PALAZZOLO A.;PIAZZA UMBERTO I, 11;96010;055;PALAZZOLO ACREIDE;SRIC85400T@istruzione.it;SRIC85400T@pec.istruzione.it;0931881166;80002050898
Siracusa;ISTITUTO COMPRENSIVO;SRIC85500N;"IV I.C. ""V. BRANCATI"" PACHINO";VIA TAFURI, S.N.;96018;056;PACHINO;SRIC85500N@istruzione.it;SRIC85500N@pec.istruzione.it;0931846101;83001150891
Siracusa;ISTITUTO COMPRENSIVO;SRIC85600D;"II I.C. ""G. MELODIA"" NOTO";VIA GIORDANO BRUNO, 22;96017;056;NOTO;SRIC85600D@istruzione.it;SRIC85600D@pec.istruzione.it;0931835052;83001070891
Siracusa;ISTITUTO COMPRENSIVO;SRIC858005;"TERZO  I.C. ""F. MAIORE"" -  NOTO";VIA ROMA  S.N.;96017;056;NOTO;SRIC858005@istruzione.it;SRIC858005@pec.istruzione.it;0931835801;92011880892
Siracusa;ISTITUTO COMPRENSIVO;SRIC859001;"IV I.C. ""G. AURISPA"" NOTO";VIA ORAZIO BACCI, 1;96017;056;NOTO;SRIC859001@istruzione.it;SRIC859001@pec.istruzione.it;0931836975;83000710893
Siracusa;ISTITUTO COMPRENSIVO;SRIC861001;"I.C.  ""S. RAITI""   SIRACUSA";VIA PORDENONE, 2;96100;059;SIRACUSA;SRIC861001@istruzione.it;SRIC861001@pec.istruzione.it;093167426;93039170894
Siracusa;ISTITUTO COMPRENSIVO;SRIC86200R;"I.C.  ""G. LOMBARDO RADICE"" SR";VIA ARCHIA, 46;96100;059;SIRACUSA;SRIC86200R@istruzione.it;SRIC86200R@pec.istruzione.it;093167682;93039440891
Siracusa;ISTITUTO COMPRENSIVO;SRIC86300L;II IC D. ALIGHIERI FRANCOFONTE;PIAZZA DANTE ALIGHIERI;96015;057;FRANCOFONTE;SRIC86300L@istruzione.it;SRIC86300L@pec.istruzione.it;095948186;82000290898
Siracusa;ISTITUTO COMPRENSIVO;SRIC86400C;"I.C. ""VALLE DELL'ANAPO""";VIA PESSINA S.N.C.;96010;055;FERLA;SRIC86400C@istruzione.it;SRIC86400C@pec.istruzione.it;0931870135;93071360890
Siracusa;ISTITUTO SUPERIORE;SRIS003005;IST.ISTR.SUPERIORE PALAZZOLO ACREIDE;VIA ANTONINO UCCELLO, SNC;96010;055;PALAZZOLO ACREIDE;SRIS003005@istruzione.it;SRIS003005@pec.istruzione.it;0931882325;93034000898
Siracusa;ISTITUTO SUPERIORE;SRIS004001;FILADELFO INSOLERA;VIA MODICA N.66;96100;059;SIRACUSA;SRIS004001@istruzione.it;SRIS004001@pec.istruzione.it;0931493933;80002090894
Siracusa;ISTITUTO SUPERIORE;SRIS00600L;"IST. PROF. DI STATO ""A.MONCADA"" LENTINI";VIA G. TRINGALI, S.N.;96016;057;LENTINI;SRIS00600L@istruzione.it;SRIS00600L@pec.istruzione.it;095905532;82000570893
Siracusa;ISTITUTO SUPERIORE;SRIS00700C;"""ALAIMO"" LENTINI";VIA RICCARDO DA LENTINI, 89/B;96016;057;LENTINI;SRIS00700C@istruzione.it;SRIS00700C@pec.istruzione.it;0957835544;82001130895
Siracusa;ISTITUTO SUPERIORE;SRIS009004;AUGUSTA;VIA CATANIA, 83;96011;058;AUGUSTA;SRIS009004@istruzione.it;SRIS009004@pec.istruzione.it;0931991894;81002260891
Siracusa;ISTITUTO SUPERIORE;SRIS011004;"""PIER LUIGI NERVI"" LENTINI";VIA R. DA LENTINI 89;96016;057;LENTINI;SRIS011004@istruzione.it;SRIS011004@pec.istruzione.it;095901808;91000280890
Siracusa;ISTITUTO SUPERIORE;SRIS01400G;MICHELANGELO BARTOLO;VIALE ALDO MORO S.N.;96018;056;PACHINO;SRIS01400G@istruzione.it;SRIS01400G@pec.istruzione.it;0931593596;83002910897
Siracusa;ISTITUTO SUPERIORE;SRIS016007;MATTEO RAELI;VIA   MATTEO RAELI 9;96017;056;NOTO;SRIS016007@istruzione.it;SRIS016007@pec.istruzione.it;0931835607;83000570891
Siracusa;ISTITUTO SUPERIORE;SRIS017003;"""ARCHIMEDE""  ROSOLINI";VIA SIPIONE 147;96019;056;ROSOLINI;SRIS017003@istruzione.it;SRIS017003@pec.istruzione.it;0931502286;83001030895
Siracusa;ISTITUTO SUPERIORE;SRIS02100P;PAOLO CALLERI;VIALE FORTUNA SNC;96018;056;PACHINO;SRIS02100P@istruzione.it;SRIS02100P@pec.istruzione.it;0931841272;83000950895
Siracusa;ISTITUTO SUPERIORE;SRIS02200E;"I.I.S.S. LICEO ARTISTICO  ""A GAGINI""";VIA PIAZZA ARMERINA,1;96100;059;SIRACUSA;SRIS02200E@istruzione.it;SRIS02200E@pec.istruzione.it;0931413282;93068850895
Siracusa;ISTITUTO SUPERIORE;SRIS02300A;"I.I.S.S  ""MAJORANA""";VIA LABRIOLA,1;96012;056;AVOLA;SRIS02300A@istruzione.it;SRIS02300A@pec.istruzione.it;0931831970;92021320897
Siracusa;ISTITUTO SUPERIORE;SRIS024006;A. RIZZA;VIALE  A.  DIAZ 12;96100;059;SIRACUSA;SRIS024006@istruzione.it;SRIS024006@pec.istruzione.it;093168075;93071260892
Siracusa;ISTITUTO SUPERIORE;SRIS02800D;"""ELIO VITTORINI"" LENTINI";VIA        RICCARDO DA LENTINI 89;96016;057;LENTINI;SRIS02800D@istruzione.it;SRIS02800D@pec.istruzione.it;095901969;82000730893
Siracusa;ISTITUTO SUPERIORE;SRIS029009;L. EINAUDI;VIA       CANONICO NUNZIO AGNELLO S.N.;96100;059;SIRACUSA;SRIS029009@istruzione.it;SRIS029009@pec.istruzione.it;093138043;93079110891
Siracusa;CPIA;SRMM07100L;"CPIA ""ALBERTO MANZI"" - SIRACUSA";VIA MONSIGNOR CARACCIOLO N? 2;96100;059;SIRACUSA;SRMM07100L@istruzione.it;SRMM07100L@pec.istruzione.it;0931496900;93075960893
Siracusa;LICEO CLASSICO;SRPC070006;MEGARA (SEZIONE SCIENTIFICA ANNESSA);VIA STRAZZULLA, 10;96011;058;AUGUSTA;SRPC070006@istruzione.it;SRPC070006@pec.istruzione.it;0931522024;81002250892
Siracusa;LICEO CLASSICO;SRPC08000R;"""T. GARGALLO"" SIRACUSA";VIA LUIGI M. MONTI;96100;059;SIRACUSA;SRPC08000R@istruzione.it;SRPC08000R@pec.istruzione.it;0931490053;93079120890
Siracusa;ISTITUTO MAGISTRALE;SRPM01000P;"8 I.I.S.S. ""M.F.QUINTILIANO""";VIA        TISIA 49;96100;059;SIRACUSA;SRPM01000P@istruzione.it;SRPM01000P@pec.istruzione.it;0931411986;80003750892
Siracusa;LICEO SCIENTIFICO;SRPS14000A;"L.S. E L. SC. UM.""O.M.CORBINO"" SIRACUSA";V.LE  REG. MARGHERITA 16;96100;059;SIRACUSA;SRPS14000A@istruzione.it;SRPS14000A@pec.istruzione.it;093168072;93079130899
Siracusa;LICEO SCIENTIFICO;SRPS150001;"""L.DA VINCI"" FLORIDIA";V.LE VITT.VENETO -C/DA SERRANTONE;96014;059;FLORIDIA;SRPS150001@istruzione.it;SRPS150001@pec.istruzione.it;0931941756;93079140898
Siracusa;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;SRRH040007;FEDERICO II DI SVEVIA;VIA POLIBIO N. 59;96100;059;SIRACUSA;SRRH040007@istruzione.it;SRRH040007@pec.istruzione.it;0931417665;93079150897
Siracusa;ISTITUTO TECNICO INDUSTRIALE;SRTF01000Q;E.FERMI;VIA TORINO N: 137;96100;059;SIRACUSA;SRTF01000Q@istruzione.it;SRTF01000Q@pec.istruzione.it;0931463733;80003350891
Trapani;DIREZIONE DIDATTICA;TPEE00300V;"III CIRC. ""U.DI SAVOIA"" TRAPANI";VIA G.B. FARDELLA   N.285;91100;060;TRAPANI;TPEE00300V@istruzione.it;TPEE00300V@pec.istruzione.it;0923540376;80005880812
Trapani;DIREZIONE DIDATTICA;TPEE00400P;"CIRC. ""G.MARCONI"" TRAPANI";VIALE 11 SETTEMBRE 2001;91100;060;TRAPANI;TPEE00400P@istruzione.it;TPEE00400P@pec.istruzione.it;0923539178;80004490811
Trapani;DIREZIONE DIDATTICA;TPEE01200N;"DIR. DID.  ""SAN GIOVANNI BOSCO""";VIA PIA OPERA PASTORE   N.67;91011;062;ALCAMO;TPEE01200N@istruzione.it;TPEE01200N@pec.istruzione.it;3667888374;80003340819
Trapani;DIREZIONE DIDATTICA;TPEE02700B;"DIR. DID. II CIRC. ""R.SETTIMO""";VIA CADORNA   N.14;91022;065;CASTELVETRANO;TPEE02700B@istruzione.it;TPEE02700B@pec.istruzione.it;0924904161;81000710814
Trapani;DIREZIONE DIDATTICA;TPEE03500A;"I? CIRCOLO  ""G. PASCOLI""- ERICE";VIA CASERTA N.54;91100;061;ERICE;TPEE03500A@istruzione.it;TPEE03500A@pec.istruzione.it;0923554688;80005860814
Trapani;DIREZIONE DIDATTICA;TPEE04600R;II CIRCOLO - CAVOUR - MARSALA;VIA CAVOUR 6;91025;063;MARSALA;TPEE04600R@istruzione.it;TPEE04600R@pec.istruzione.it;0923714421;82006560815
Trapani;DIREZIONE DIDATTICA;TPEE049008;"V?  CIRCOLO ""STRASATTI NUOVO""";VIA RE  S.N.C.;91025;063;MARSALA;TPEE049008@istruzione.it;TPEE049008@pec.istruzione.it;0923961396;82005530819
Trapani;DIREZIONE DIDATTICA;TPEE058003;III CIRCOLO B.BONSIGNORE MAZARA;VIA E. AMARI  N.1;91026;064;MAZARA DEL VALLO;TPEE058003@istruzione.it;TPEE058003@pec.istruzione.it;0923942810;82006260812
Trapani;DIREZIONE DIDATTICA;TPEE05900V;"IV CIRCOLO DIDATTICO ""G.QUINCI""";VIA G. BELLI  N.1;91026;064;MAZARA DEL VALLO;TPEE05900V@istruzione.it;TPEE05900V@pec.istruzione.it;0923652578;82007130816
Trapani;DIREZIONE DIDATTICA;TPEE066002;"DIREZ. DID. ""ANGELO D'AIETTI""";CORSO UMBERTO I   N.68;91017;060;PANTELLERIA;TPEE066002@istruzione.it;TPEE066002@pec.istruzione.it;0923911167;83000470811
Trapani;ISTITUTO COMPRENSIVO;TPIC80500C;"I.C.  ""A. RALLO"" EX B.MINEO";VIA DANTE  N.2;91023;060;FAVIGNANA;TPIC80500C@istruzione.it;TPIC80500C@pec.istruzione.it;0923921281;80004810810
Trapani;ISTITUTO COMPRENSIVO;TPIC806008;"I.C. ""GESUALDO NOSENGO""";VIA GIANINEA N. 34;91020;063;PETROSINO;TPIC806008@istruzione.it;TPIC806008@pec.istruzione.it;0923985877;82005850811
Trapani;ISTITUTO COMPRENSIVO;TPIC807004;"I.C.  ""L.CAPUANA""";P.ZZA ALDO MORO S.N.C.;91029;065;SANTA NINFA;TPIC807004@istruzione.it;TPIC807004@pec.istruzione.it;092461095;81002070811
Trapani;ISTITUTO COMPRENSIVO;TPIC80900Q;"I.C. ""LOMBARDO RADICE  E.FERMI""";VIA U. FOSCOLO  S.N.C.;91015;061;CUSTONACI;TPIC80900Q@istruzione.it;TPIC80900Q@pec.istruzione.it;0923971110;80006340816
Trapani;ISTITUTO COMPRENSIVO;TPIC81000X;"I.C.  ""N.NAVARRA"" ALCAMO";VIA J.F. KENNEDY  N.1;91011;062;ALCAMO;TPIC81000X@istruzione.it;TPIC81000X@pec.istruzione.it;092421674;80003900810
Trapani;ISTITUTO COMPRENSIVO;TPIC81100Q;"I.C.  ""MARIA MONTESSORI""";VIALE ITALIA   N.9;91011;062;ALCAMO;TPIC81100Q@istruzione.it;TPIC81100Q@pec.istruzione.it;092421906;80004560811
Trapani;ISTITUTO COMPRENSIVO;TPIC81200G;"I.C.  ""P.M. ROCCA"" ALCAMO";PIAZZA LIBERTA'  N.1;91011;062;ALCAMO;TPIC81200G@istruzione.it;TPIC81200G@pec.istruzione.it;092424345;80004290815
Trapani;ISTITUTO COMPRENSIVO;TPIC81300B;"I.C. ""F.VIVONA"" CALATAFIMI";CONTRADA SANTA MARIA S.N.C.;91013;062;CALATAFIMI-SEGESTA;TPIC81300B@istruzione.it;TPIC81300B@pec.istruzione.it;0924951311;80004430817
Trapani;ISTITUTO COMPRENSIVO;TPIC814007;"I.C.  ""G. PITRE - A. MANZONI""";VIA  KENNEDY   N.37;91014;062;CASTELLAMMARE DEL GOLFO;TPIC814007@istruzione.it;TPIC814007@pec.istruzione.it;092431948;80005050812
Trapani;ISTITUTO COMPRENSIVO;TPIC815003;"I.C. ""CAPUANA-PARDO"" C/VETRANO";VIA CATULLO N.8;91022;065;CASTELVETRANO;TPIC815003@istruzione.it;TPIC815003@pec.istruzione.it;0924901100;81000310813
Trapani;ISTITUTO COMPRENSIVO;TPIC81600V;"I.C ""ALCIDE DE GASPERI"" MARSALA";VIA  FORNARA  N.1;91025;063;MARSALA;TPIC81600V@istruzione.it;TPIC81600V@pec.istruzione.it;0923961292;82006360810
Trapani;ISTITUTO COMPRENSIVO;TPIC81700P;"I.C.   ""M.NUCCIO""";VIA  SALEMI  N.18;91025;063;MARSALA;TPIC81700P@istruzione.it;TPIC81700P@pec.istruzione.it;0923981319;82004590814
Trapani;ISTITUTO COMPRENSIVO;TPIC81800E;"I.C.""L. PIRANDELLO - S.G.BOSCO""";PIAZZA  ADDOLORATA  N.1;91021;065;CAMPOBELLO DI MAZARA;TPIC81800E@istruzione.it;TPIC81800E@pec.istruzione.it;092447674;81000910810
Trapani;ISTITUTO COMPRENSIVO;TPIC81900A;"I.C. ""G.PASCOLI - L.PIRANDELLO""";VIALE  L. DA VINCI  N.11;91014;062;CASTELLAMMARE DEL GOLFO;TPIC81900A@istruzione.it;TPIC81900A@pec.istruzione.it;092431586;80004040814
Trapani;ISTITUTO COMPRENSIVO;TPIC82000E;S. PELLEGRINO;C/DA PAOLINI;91025;063;MARSALA;TPIC82000E@istruzione.it;TPIC82000E@pec.istruzione.it;0923967140;82006310815
Trapani;ISTITUTO COMPRENSIVO;TPIC82100A;"I.C. ""LUIGI STURZO - ASTA""";VIA FALCONE 8;91025;063;MARSALA;TPIC82100A@istruzione.it;TPIC82100A@pec.istruzione.it;0923712353;82006240814
Trapani;ISTITUTO COMPRENSIVO;TPIC822006;"IC ""L.PIRANDELLO""-MAZARA DEL V.";VIA SALEMI, 179;91026;064;MAZARA DEL VALLO;TPIC822006@istruzione.it;TPIC822006@pec.istruzione.it;0923941926;82006250813
Trapani;ISTITUTO COMPRENSIVO;TPIC82400T;"I.C.S  ""RITA LEVI-MONTALCINI""";VIA TRIESTE   N.11;91028;065;PARTANNA;TPIC82400T@istruzione.it;TPIC82400T@pec.istruzione.it;092488327;90010390814
Trapani;ISTITUTO COMPRENSIVO;TPIC82500N;"IST.COM. ""L. BASSI -S.CATALANO""";VIA MARINELLA N.2;91100;060;TRAPANI;TPIC82500N@istruzione.it;TPIC82500N@pec.istruzione.it;092321329;93034170816
Trapani;ISTITUTO COMPRENSIVO;TPIC82600D;"I.C. ""GIUSEPPE MONTALTO""";VIA E. RINALDI, 156 - MARAUSA;91100;060;TRAPANI;TPIC82600D@istruzione.it;TPIC82600D@pec.istruzione.it;0923842662;80006020814
Trapani;ISTITUTO COMPRENSIVO;TPIC829001;"I.C. ""G.GARIBALDI - G.PAOLO II""";VIA SAN LEONARDO  N.27;91018;064;SALEMI;TPIC829001@istruzione.it;TPIC829001@pec.istruzione.it;0924982254;81000150813
Trapani;ISTITUTO COMPRENSIVO;TPIC831001;"I. C.  ""G. MAZZINI""  ERICE";VIA     CESARO', 19;91016;061;ERICE;TPIC831001@istruzione.it;TPIC831001@pec.istruzione.it;0923562997;80003780816
Trapani;ISTITUTO COMPRENSIVO;TPIC83300L;"I.C.  ""GIOVANNI XXIII"" PACECO";VIA M. GABRIELE ASARO S.N.C.;91027;060;PACECO;TPIC83300L@istruzione.it;TPIC83300L@pec.istruzione.it;0923881297;80005560810
Trapani;ISTITUTO COMPRENSIVO;TPIC83400C;"I.C.  ""S. BAGOLINO""  ALCAMO";VIA   G. VERGA  34/D;91011;062;ALCAMO;TPIC83400C@istruzione.it;TPIC83400C@pec.istruzione.it;092422120;80004280816
Trapani;ISTITUTO COMPRENSIVO;TPIC835008;"I.C.  ""G.PAGOTO"" ERICE";VIA  TIVOLI   N.37;91100;061;ERICE;TPIC835008@istruzione.it;TPIC835008@pec.istruzione.it;0923551599;80008220818
Trapani;ISTITUTO COMPRENSIVO;TPIC836004;"I.C.  ""G.G.CIACCIO MONTALTO""";VIA TUNISI   N.37;91100;060;TRAPANI;TPIC836004@istruzione.it;TPIC836004@pec.istruzione.it;092320106;80004160810
Trapani;ISTITUTO COMPRENSIVO;TPIC83700X;"I. C. ""D.ALIGHIERI"" VALDERICE";VIA VALENTI 80;91019;061;VALDERICE;TPIC83700X@istruzione.it;TPIC83700X@pec.istruzione.it;0923836068;93066530812
Trapani;ISTITUTO COMPRENSIVO;TPIC83800Q;I.C.  G.BOSCARINO-A.CASTIGLIONE;PIAZZALE M. MONTESSORI, 3;91026;064;MAZARA DEL VALLO;TPIC83800Q@istruzione.it;TPIC83800Q@pec.istruzione.it;0923941146;91032350810
Trapani;ISTITUTO COMPRENSIVO;TPIC83900G;I.C. G.GARIBALDI - V.PIPITONE;VIA RUBINO   N.15;91025;063;MARSALA;TPIC83900G@istruzione.it;TPIC83900G@pec.istruzione.it;0923719661;91032370818
Trapani;ISTITUTO COMPRENSIVO;TPIC84000Q;"I.C  ""NUNZIO NASI"" TRAPANI";VIA    P. ZUCCALA'  N.14;91100;060;TRAPANI;TPIC84000Q@istruzione.it;TPIC84000Q@pec.istruzione.it;0923552682;93072150811
Trapani;ISTITUTO COMPRENSIVO;TPIC84100G;"I.C.  ""L.RADICE - PAPPALARDO""";PIAZZA MARTIRI D'UNGHERIA;91022;065;CASTELVETRANO;TPIC84100G@istruzione.it;TPIC84100G@pec.istruzione.it;0924906962;90021090817
Trapani;ISTITUTO COMPRENSIVO;TPIC84200B;"I.C. ""E. PERTINI""";VIA  A. DE SANTIS   N.2/A;91100;060;TRAPANI;TPIC84200B@istruzione.it;TPIC84200B@pec.istruzione.it;0923551997;93072130813
Trapani;ISTITUTO COMPRENSIVO;TPIC843007;"I.C. ""GIUSEPPE GRASSA""";VIA LUIGI  VACCARA   N. 25;91026;064;MAZARA DEL VALLO;TPIC843007@istruzione.it;TPIC843007@pec.istruzione.it;0923908438;91036660818
Trapani;ISTITUTO COMPRENSIVO;TPIC844003;"IC ""BORSELLINO-AJELLO"" MAZARA D";VIA SANTA CATERINA, 3;91026;064;MAZARA DEL VALLO;TPIC844003@istruzione.it;TPIC844003@pec.istruzione.it;0923907577;91036650819
Trapani;ISTITUTO COMPRENSIVO;TPIC84500V;"I.C. - ""SIRTORI""  MARSALA";VIA SIRTORI   N.20;91025;063;MARSALA;TPIC84500V@istruzione.it;TPIC84500V@pec.istruzione.it;0923981752;91039050819
Trapani;ISTITUTO SUPERIORE;TPIS002005;"I.I.S.S. ""F. D'AGUIRRE - D. ALIGHIERI""";VIA BAVIERA - N. 1;91018;064;SALEMI;TPIS002005@istruzione.it;TPIS002005@pec.istruzione.it;0924534873;90000320813
Trapani;ISTITUTO SUPERIORE;TPIS00400R;"I. S. ""V. ALMANZA""";VIA NAPOLI  N.32;91017;060;PANTELLERIA;TPIS00400R@istruzione.it;TPIS00400R@pec.istruzione.it;0923911050;93076050819
Trapani;ISTITUTO SUPERIORE;TPIS008004;"POLO STATALE ISS ""PIERSANTI MATTARELLA""";VIA FLEMING N.19;91014;062;CASTELLAMMARE DEL GOLFO;TPIS008004@istruzione.it;TPIS008004@pec.istruzione.it;092431903;02477090811
Trapani;ISTITUTO SUPERIORE;TPIS00900X;"I.I.S  ""GIUSEPPE FERRO""";VIA J. F. KENNEDY   N.48;91011;062;ALCAMO;TPIS00900X@istruzione.it;TPIS00900X@pec.istruzione.it;092423473;80005060811
Trapani;ISTITUTO SUPERIORE;TPIS01200Q;"""A. DAMIANI"" MARSALA";VIA  TRAPANI 218;91025;063;MARSALA;TPIS01200Q@istruzione.it;TPIS01200Q@pec.istruzione.it;0923989031;00290250810
Trapani;ISTITUTO SUPERIORE;TPIS01400B;"I.I.S.S.  ""R. D'ALTAVILLA -";C/DA AFFACCIATA - P.ZA SANDRO PERTINI;91026;064;MAZARA DEL VALLO;TPIS01400B@istruzione.it;TPIS01400B@pec.istruzione.it;0923941459;91032380817
Trapani;ISTITUTO SUPERIORE;TPIS01800P;"IST. ISTRUZ. SUP. ""L.DA VINCI"" TRAPANI";PIAZZA  XXI APRILE S.N.C.;91100;060;TRAPANI;TPIS01800P@istruzione.it;TPIS01800P@pec.istruzione.it;092329498;80004460814
Trapani;ISTITUTO SUPERIORE;TPIS02100E;"I.S. ""G.B.FERRIGNO V. ACCARDI""";VIA  G. GENTILE  S.N.C.;91022;065;CASTELVETRANO;TPIS02100E@istruzione.it;TPIS02100E@pec.istruzione.it;092481151;90010540814
Trapani;ISTITUTO SUPERIORE;TPIS02200A;"I.I.S.S.  ""SCIASCIA E BUFALINO""  ERICE";VIA  CESARO'  N.36;91016;061;ERICE;TPIS02200A@istruzione.it;TPIS02200A@pec.istruzione.it;0923569559;93066580817
Trapani;ISTITUTO SUPERIORE;TPIS024002;"I.I.S.  ""LIC. G.G. ADRIA-G.P. BALLATORE""";VIA  ORIANI    N.7;91026;064;MAZARA DEL VALLO;TPIS024002@istruzione.it;TPIS024002@pec.istruzione.it;0923934095;91030860810
Trapani;ISTITUTO SUPERIORE;TPIS02600N;"I.I.S. ""F. FERRARA"" MAZARA DEL VALLO";VIA SAN PIO N.4  C/DA AFFACCIATA;91026;064;MAZARA DEL VALLO;TPIS02600N@istruzione.it;TPIS02600N@pec.istruzione.it;0923941946;91030840812
Trapani;ISTITUTO SUPERIORE;TPIS02700D;"I. S. ""G. XXIII - COSENTINO""";VIA  ELIODORO LOMBARDI 18;91025;063;MARSALA;TPIS02700D@istruzione.it;TPIS02700D@pec.istruzione.it;0923956225;91032360819
Trapani;ISTITUTO SUPERIORE;TPIS028009;"I.I.S. ""S.CALVINO - G. B. AMICO""";VIA  SALEMI, 49;91100;060;TRAPANI;TPIS028009@istruzione.it;TPIS028009@pec.istruzione.it;0923533522;80004590818
Trapani;ISTITUTO SUPERIORE;TPIS029005;"I.I.S.  ""L.S. V.FARDELLA-L.C. L.XIMENES""";VIA  GARIBALDI   N.83;91100;060;TRAPANI;TPIS029005@istruzione.it;TPIS029005@pec.istruzione.it;092323903;93072120814
Trapani;ISTITUTO SUPERIORE;TPIS031005;"I.I.S. ""R.SALVO"" TRAPANI";VIA  MARINELLA  N.1;91100;060;TRAPANI;TPIS031005@istruzione.it;TPIS031005@pec.istruzione.it;092322386;93072110815
Trapani;ISTITUTO SUPERIORE;TPIS032001;"I.I.S. ""CIPOLLA-PANTALEO-GENTILE""";"PIAZZALE PLACIDO RIZZOTTO S.N.""";91022;065;CASTELVETRANO;TPIS032001@istruzione.it;TPIS032001@pec.istruzione.it;0924901344;90021080818
Trapani;ISTITUTO SUPERIORE;TPIS03300R;"""I. E V. FLORIO""   ERICE";VIA BARRESI  N.26;91016;061;ERICE;TPIS03300R@istruzione.it;TPIS03300R@pec.istruzione.it;0923556001;93005020818
Trapani;SCUOLA PRIMO GRADO;TPMM044004;"S.M.S ""A.DE STEFANO"" ERICE C.S.";VIA F.LLI AIUTO 16 SUC. VIA S. CARUSO;91016;061;ERICE;TPMM044004@istruzione.it;TPMM044004@pec.istruzione.it;0923565660;80003700814
